coarse_category,fine_category,layer,block_index,key_start,key_end,queries,documents,attention_mass_mean,attention_mass_median,concentration_mean
content,adjective,1,123,15744,15872,32,7,0.01776697742752731,0.017860472202301025,2.269715342670679
content,adjective,1,124,15872,16000,32,7,0.017158257891424,0.016966547816991806,2.1918593160808086
content,adjective,1,125,16000,16128,32,7,0.02718912053387612,0.027667155489325523,3.4731455296278
content,adjective,1,126,16128,16256,32,7,0.04729484813287854,0.04685263708233833,6.040994107723236
content,adjective,1,127,16256,16323,1,1,0.43545785546302795,0.43545785546302795,106.08924865722656
content,adjective,1,127,16256,16324,1,1,0.4600708484649658,0.4600708484649658,110.44406127929688
content,adjective,1,127,16256,16325,2,2,0.46190761029720306,0.46190761029720306,109.28466033935547
content,adjective,1,127,16256,16326,1,1,0.5224313735961914,0.5224313735961914,121.84593200683594
content,adjective,1,127,16256,16332,1,1,0.4510687589645386,0.4510687589645386,96.93228912353516
content,adjective,1,127,16256,16333,1,1,0.5441098809242249,0.5441098809242249,115.41488647460938
content,adjective,1,127,16256,16338,2,2,0.4830322116613388,0.4830322116613388,96.24122619628906
